Provincia,Año,Trimestre,Accesos telefonía fija (total),Variacion Trimestral,'Accesos telefonía fija (total)'
La Rioja,2021,2,10.352931475220583,10.352931475220583,26765
La Rioja,2021,3,-19.24528301886792,-19.24528301886792,21614
La Rioja,2021,4,23.83177570093458,23.83177570093458,26765
La Rioja,2022,1,2.761068559686164,2.761068559686164,27504
Mendoza,2014,1,,,320413
Mendoza,2014,2,-0.019350026372211282,-0.019350026372211282,320351
Mendoza,2014,3,-0.03839538506200668,-0.03839538506200668,320228
Mendoza,2014,4,2.313039459385191,2.313039459385191,327635
Mendoza,2015,1,3.497184366749595,3.497184366749595,339093
Mendoza,2015,2,3.312660538554324,3.312660538554324,350326
Mendoza,2015,3,2.297003362582273,2.297003362582273,358373
Mendoza,2015,4,0.7776813543431071,0.7776813543431071,361160
Mendoza,2016,1,5.526082622660322,5.526082622660322,381118
Mendoza,2016,2,-2.8985773434999085,-2.8985773434999085,370071
Mendoza,2016,3,2.0893288044726566,2.0893288044726566,377803
Mendoza,2016,4,0.8774414178817969,0.8774414178817969,381118
Mendoza,2017,1,0.0,0.0,381118
Mendoza,2017,2,-2.8985773434999085,-2.8985773434999085,370071
Mendoza,2017,3,2.0893288044726566,2.0893288044726566,377803
Mendoza,2017,4,0.8774414178817969,0.8774414178817969,381118
Mendoza,2018,1,-5.430863931905606,-5.430863931905606,360420
Mendoza,2018,2,0.009155984684539042,0.009155984684539042,360453
Mendoza,2018,3,0.0016645720801289343,0.0016645720801289343,360459
Mendoza,2018,4,0.06602692677946109,0.06602692677946109,360697
Mendoza,2019,1,-33.183253534129754,-33.183253534129754,241006
Mendoza,2019,2,-9.271553405309408,-9.271553405309408,218661
Mendoza,2019,3,3.204503775250278,3.204503775250278,225668
Mendoza,2019,4,-3.105003810908058,-3.105003810908058,218661
Mendoza,2020,1,-3.629362346280318,-3.629362346280318,210725
Mendoza,2020,2,-6.8036540514889055,-6.8036540514889055,196388
Mendoza,2020,3,-0.0025459804061322977,-0.0025459804061322977,196383
Mendoza,2020,4,0.0025460452279579826,0.0025460452279579826,196388
Mendoza,2021,1,-0.03717131392956263,-0.03717131392956263,196315
Mendoza,2021,2,4.180526195145551,4.180526195145551,204522
Mendoza,2021,3,-4.15309844417715,-4.15309844417715,196028
Mendoza,2021,4,4.333054461607522,4.333054461607522,204522
Mendoza,2022,1,-4.090024545036719,-4.090024545036719,196157
Misiones,2014,1,,,111018
Misiones,2014,2,-0.10088454124556057,-0.10088454124556057,110906
Misiones,2014,3,0.9846176040971599,0.9846176040971599,111998
Misiones,2014,4,-0.19107484062215185,-0.19107484062215185,111784
Misiones,2015,1,-1.1253846704358361,-1.1253846704358361,110526
Misiones,2015,2,0.0,0.0,110526
Misiones,2015,3,2.429292655121862,2.429292655121862,113211
Misiones,2015,4,-1.3055268480978044,-1.3055268480978044,111733
Misiones,2016,1,3.0930879865393335,3.0930879865393335,115189
Misiones,2016,2,-4.042052626552883,-4.042052626552883,110533
Misiones,2016,3,0.14203902906824162,0.14203902906824162,110690
Misiones,2016,4,4.064504471948682,4.064504471948682,115189
Misiones,2017,1,0.0,0.0,115189
Misiones,2017,2,-4.042052626552883,-4.042052626552883,110533
Misiones,2017,3,0.14203902906824162,0.14203902906824162,110690
Misiones,2017,4,4.064504471948682,4.064504471948682,115189
Misiones,2018,1,-10.236220472440948,-10.236220472440948,103398
Misiones,2018,2,4.541673920191891,4.541673920191891,108094
Misiones,2018,3,-3.885507058671156,-3.885507058671156,103894
Misiones,2018,4,0.3388068608389361,0.3388068608389361,104246
Misiones,2019,1,-2.469159488133832,-2.469159488133832,101672
Misiones,2019,2,-7.788771736564637,-7.788771736564637,93753
Misiones,2019,3,2.2527279127067867,2.2527279127067867,95865
Misiones,2019,4,-2.2030981067125643,-2.2030981067125643,93753
Misiones,2020,1,-3.11563363305708,-3.11563363305708,90832
Misiones,2020,2,-5.581733309846748,-5.581733309846748,85762
Misiones,2020,3,3.640306895827994,3.640306895827994,88884
Misiones,2020,4,-3.512443184375136,-3.512443184375136,85762
Misiones,2021,1,-4.297940812947454,-4.297940812947454,82076
Misiones,2021,2,20.15936449144695,20.15936449144695,98622
Misiones,2021,3,-20.030013587232055,-20.030013587232055,78868
Misiones,2021,4,25.046913830704476,25.046913830704476,98622
Misiones,2022,1,-7.390845855894224,-7.390845855894224,91333
Neuquén,2014,1,,,92732
Neuquén,2014,2,0.06470258378985516,0.06470258378985516,92792
Neuquén,2014,3,-0.018320544874561584,-0.018320544874561584,92775
Neuquén,2014,4,1.2147669091888913,1.2147669091888913,93902
Neuquén,2015,1,2.3396732763945494,2.3396732763945494,96099
Neuquén,2015,2,1.6743150292927167,1.6743150292927167,97708
Neuquén,2015,3,1.1012404306709689,1.1012404306709689,98784
Neuquén,2015,4,9.635163589245233,9.635163589245233,108302
Neuquén,2016,1,-5.961108751454269,-5.961108751454269,101846
Neuquén,2016,2,-2.837617579482743,-2.837617579482743,98956
Neuquén,2016,3,2.8244876510772565,2.8244876510772565,101751
Neuquén,2016,4,0.09336517577223091,0.09336517577223091,101846
Neuquén,2017,1,0.0,0.0,101846
Neuquén,2017,2,-2.837617579482743,-2.837617579482743,98956
Neuquén,2017,3,2.8244876510772565,2.8244876510772565,101751
Neuquén,2017,4,0.09336517577223091,0.09336517577223091,101846
Neuquén,2018,1,-4.545097500147277,-4.545097500147277,97217
Neuquén,2018,2,-0.0709752409557951,-0.0709752409557951,97148
Neuquén,2018,3,-0.014411001770497922,-0.014411001770497922,97134
Neuquén,2018,4,12.387011756954314,12.387011756954314,109166
Neuquén,2019,1,-23.491746514482536,-23.491746514482536,83521
Neuquén,2019,2,-5.457310137570193,-5.457310137570193,78963
Neuquén,2019,3,1.756518875929225,1.756518875929225,80350
Neuquén,2019,4,-1.7261978842563752,-1.7261978842563752,78963
Neuquén,2020,1,-1.8692298924812834,-1.8692298924812834,77487
Neuquén,2020,2,-3.7954753700620736,-3.7954753700620736,74546
Neuquén,2020,3,-0.0871944839427985,-0.0871944839427985,74481
Neuquén,2020,4,0.08727057907385039,0.08727057907385039,74546
Neuquén,2021,1,-0.1904864110750415,-0.1904864110750415,74404
Neuquén,2021,2,-2.4030966077092653,-2.4030966077092653,72616
Neuquén,2021,3,2.1854687672138384,2.1854687672138384,74203
Neuquén,2021,4,-2.1387275447084297,-2.1387275447084297,72616
Neuquén,2022,1,2.062906246557228,2.062906246557228,74114
Río Negro,2014,1,,,121289
Río Negro,2014,2,-0.03215460594118147,-0.03215460594118147,121250
Río Negro,2014,3,0.08247422680411898,0.08247422680411898,121350
Río Negro,2014,4,1.660486196950961,1.660486196950961,123365
Río Negro,2015,1,3.224577473351431,3.224577473351431,127343
Río Negro,2015,2,3.2047305309282903,3.2047305309282903,131424
Río Negro,2015,3,1.8497382517652872,1.8497382517652872,133855
Río Negro,2015,4,0.92637555563857,0.92637555563857,135095
Río Negro,2016,1,7.774529035123434,7.774529035123434,145598
Río Negro,2016,2,-3.1216088133078745,-3.1216088133078745,141053
Río Negro,2016,3,2.0098828100075794,2.0098828100075794,143888
Río Negro,2016,4,1.1884243300344766,1.1884243300344766,145598
Río Negro,2017,1,0.0,0.0,145598
Río Negro,2017,2,-3.1216088133078745,-3.1216088133078745,141053
Río Negro,2017,3,2.0098828100075794,2.0098828100075794,143888
Río Negro,2017,4,1.1884243300344766,1.1884243300344766,145598
Río Negro,2018,1,-3.9519773623264087,-3.9519773623264087,139844
Río Negro,2018,2,-0.062212179285492386,-0.062212179285492386,139757
Río Negro,2018,3,-0.03148321729860015,-0.03148321729860015,139713
Río Negro,2018,4,-0.014315060159042492,-0.014315060159042492,139693
Río Negro,2019,1,-28.147437595298264,-28.147437595298264,100373
Río Negro,2019,2,-9.225588554691,-9.225588554691,91113
Río Negro,2019,3,3.3957832581519742,3.3957832581519742,94207
Río Negro,2019,4,-3.2842570085025558,-3.2842570085025558,91113
Río Negro,2020,1,-3.1312765467057413,-3.1312765467057413,88260
Río Negro,2020,2,-4.245411284840239,-4.245411284840239,84513
Río Negro,2020,3,0.8590394377196331,0.8590394377196331,85239
Río Negro,2020,4,-0.8517228029423118,-0.8517228029423118,84513
Río Negro,2021,1,-2.1819128418113176,-2.1819128418113176,82669
Río Negro,2021,2,4.3764893732838095,4.3764893732838095,86287
Río Negro,2021,3,-2.970319978675817,-2.970319978675817,83724
Río Negro,2021,4,3.061248865319377,3.061248865319377,86287
Río Negro,2022,1,-3.73173247418499,-3.73173247418499,83067
Salta,2014,1,,,140841
Salta,2014,2,0.19951576600563126,0.19951576600563126,141122
Salta,2014,3,0.13463528011223858,0.13463528011223858,141312
Salta,2014,4,-0.0714730525362306,-0.0714730525362306,141211
Salta,2015,1,-0.18766243422962958,-0.18766243422962958,140946
Salta,2015,2,0.0063854242050132015,0.0063854242050132015,140955
Salta,2015,3,0.10641694157709214,0.10641694157709214,141105
Salta,2015,4,0.01842599482655416,0.01842599482655416,141131
Salta,2016,1,-1.2647823653201606,-1.2647823653201606,139346
Salta,2016,2,-0.09903405910467455,-0.09903405910467455,139208
Salta,2016,3,0.3699500028733871,0.3699500028733871,139723
Salta,2016,4,-0.2698195715809093,-0.2698195715809093,139346
Salta,2017,1,0.0,0.0,139346
Salta,2017,2,-0.09903405910467455,-0.09903405910467455,139208
Salta,2017,3,0.3699500028733871,0.3699500028733871,139723
Salta,2017,4,-0.2698195715809093,-0.2698195715809093,139346
Salta,2018,1,-3.8149641898583386,-3.8149641898583386,134030
Salta,2018,2,-1.5608445870327503,-1.5608445870327503,131938
Salta,2018,3,-1.781897557943879,-1.781897557943879,129587
Salta,2018,4,-2.539606596340682,-2.539606596340682,126296
Salta,2019,1,-2.6873376829036566,-2.6873376829036566,122902
Salta,2019,2,-9.787472945924392,-9.787472945924392,110873
Salta,2019,3,2.5560776744563585,2.5560776744563585,113707
Salta,2019,4,-2.4923707423465613,-2.4923707423465613,110873
Salta,2020,1,-3.036807879285308,-3.036807879285308,107506
Salta,2020,2,-5.484345059810614,-5.484345059810614,101610
Salta,2020,3,1.5244562543056839,1.5244562543056839,103159
Salta,2020,4,-1.5015655444508003,-1.5015655444508003,101610
Salta,2021,1,-5.310500934947349,-5.310500934947349,96214
Salta,2021,2,25.024424719895233,25.024424719895233,120291
Salta,2021,3,-22.007465230150213,-22.007465230150213,93818
Salta,2021,4,28.217399646123354,28.217399646123354,120291
Salta,2022,1,-9.299116309615851,-9.299116309615851,109105
San Juan,2014,1,,,92461
San Juan,2014,2,-0.023793815770978277,-0.023793815770978277,92439
San Juan,2014,3,0.6674671945823718,0.6674671945823718,93056
San Juan,2014,4,2.2341385832187033,2.2341385832187033,95135
San Juan,2015,1,3.3688968308193568,3.3688968308193568,98340
San Juan,2015,2,2.4761033150294987,2.4761033150294987,100775
San Juan,2015,3,2.511535599106929,2.511535599106929,103306
San Juan,2015,4,1.0464058234758822,1.0464058234758822,104387
San Juan,2016,1,9.317252148256006,9.317252148256006,114113
San Juan,2016,2,-5.971274087965439,-5.971274087965439,107299
San Juan,2016,3,4.7521412128724405,4.7521412128724405,112398
San Juan,2016,4,1.5258278617057197,1.5258278617057197,114113
San Juan,2017,1,0.0,0.0,114113
San Juan,2017,2,-5.971274087965439,-5.971274087965439,107299
San Juan,2017,3,4.7521412128724405,4.7521412128724405,112398
San Juan,2017,4,1.5258278617057197,1.5258278617057197,114113
San Juan,2018,1,0.9455539684347869,0.9455539684347869,115192
San Juan,2018,2,0.0,0.0,115192
San Juan,2018,3,0.0,0.0,115192
San Juan,2018,4,0.056427529689551115,0.056427529689551115,115257
San Juan,2019,1,-25.466566022020352,-25.466566022020352,85905
San Juan,2019,2,-6.26389616436761,-6.26389616436761,80524
San Juan,2019,3,2.4067358799860994,2.4067358799860994,82462
San Juan,2019,4,-2.3501734132085117,-2.3501734132085117,80524
San Juan,2020,1,-2.511052605434405,-2.511052605434405,78502
San Juan,2020,2,-4.668670861888868,-4.668670861888868,74837
San Juan,2020,3,0.009353661958666493,0.009353661958666493,74844
San Juan,2020,4,-0.009352787130567641,-0.009352787130567641,74837
San Juan,2021,1,0.0,0.0,74837
San Juan,2021,2,-10.965164290391115,-10.965164290391115,66631
San Juan,2021,3,12.315588840029413,12.315588840029413,74837
San Juan,2021,4,-10.965164290391115,-10.965164290391115,66631
San Juan,2022,1,12.222539058396231,12.222539058396231,74775
San Luis,2014,1,,,51097
San Luis,2014,2,-0.007828248233754387,-0.007828248233754387,51093
San Luis,2014,3,-0.6145655960699159,-0.6145655960699159,50779
San Luis,2014,4,0.9019476555268913,0.9019476555268913,51237
San Luis,2015,1,1.5652750941702376,1.5652750941702376,52039
San Luis,2015,2,1.577662906666144,1.577662906666144,52860
San Luis,2015,3,0.3953840332954872,0.3953840332954872,53069
San Luis,2015,4,-0.10740733761706034,-0.10740733761706034,53012
San Luis,2016,1,1.480796800724371,1.480796800724371,53797
San Luis,2016,2,-1.1506217818837428,-1.1506217818837428,53178
San Luis,2016,3,1.156493286697513,1.156493286697513,53793
San Luis,2016,4,0.0074359117357314375,0.0074359117357314375,53797
San Luis,2017,1,0.0,0.0,53797
San Luis,2017,2,-1.1506217818837428,-1.1506217818837428,53178
San Luis,2017,3,1.156493286697513,1.156493286697513,53793
San Luis,2017,4,0.0074359117357314375,0.0074359117357314375,53797
San Luis,2018,1,-17.603212075022768,-17.603212075022768,44327
San Luis,2018,2,-0.002255961377939375,-0.002255961377939375,44326
San Luis,2018,3,-0.047376257726838844,-0.047376257726838844,44305
San Luis,2018,4,16.98453899108452,16.98453899108452,51830
San Luis,2019,1,-17.213968743970675,-17.213968743970675,42908
San Luis,2019,2,-11.918523352288613,-11.918523352288613,37794
San Luis,2019,3,3.9159654971688607,3.9159654971688607,39274
San Luis,2019,4,-3.768396394561291,-3.768396394561291,37794
San Luis,2020,1,-3.8630470445044196,-3.8630470445044196,36334
San Luis,2020,2,-5.237518577640776,-5.237518577640776,34431
San Luis,2020,3,0.014521797217614818,0.014521797217614818,34436
San Luis,2020,4,-0.01451968869787823,-0.01451968869787823,34431
San Luis,2021,1,0.0,0.0,34431
San Luis,2021,2,-4.098051174813399,-4.098051174813399,33020
San Luis,2021,3,4.2731677771047805,4.2731677771047805,34431
San Luis,2021,4,-4.098051174813399,-4.098051174813399,33020
San Luis,2022,1,4.173228346456703,4.173228346456703,34398
Santa Cruz,2014,1,,,40625
Santa Cruz,2014,2,0.2535384615384606,0.2535384615384606,40728
Santa Cruz,2014,3,0.7046749165193544,0.7046749165193544,41015
Santa Cruz,2014,4,1.2385712544191074,1.2385712544191074,41523
Santa Cruz,2015,1,38.92300652650338,38.92300652650338,57685
Santa Cruz,2015,2,2.101066135043772,2.101066135043772,58897
Santa Cruz,2015,3,1.8812503183523788,1.8812503183523788,60005
Santa Cruz,2015,4,-11.795683693025582,-11.795683693025582,52927
Santa Cruz,2016,1,-10.75821414400967,-10.75821414400967,47233
Santa Cruz,2016,2,-6.307031101136918,-6.307031101136918,44254
Santa Cruz,2016,3,1.0710896190174957,1.0710896190174957,44728
Santa Cruz,2016,4,5.600518690752998,5.600518690752998,47233
Santa Cruz,2017,1,0.0,0.0,47233
Santa Cruz,2017,2,-6.307031101136918,-6.307031101136918,44254
Santa Cruz,2017,3,1.0710896190174957,1.0710896190174957,44728
Santa Cruz,2017,4,5.600518690752998,5.600518690752998,47233
Santa Cruz,2018,1,-6.408654965807803,-6.408654965807803,44206
Santa Cruz,2018,2,0.11763109080216161,0.11763109080216161,44258
Santa Cruz,2018,3,-0.13556871074156263,-0.13556871074156263,44198
Santa Cruz,2018,4,0.1787411195076638,0.1787411195076638,44277
Santa Cruz,2019,1,-22.82449127086298,-22.82449127086298,34171
Santa Cruz,2019,2,-11.009335401363728,-11.009335401363728,30409
Santa Cruz,2019,3,5.307639185767377,5.307639185767377,32023
Santa Cruz,2019,4,-5.0401274084251995,-5.0401274084251995,30409
Santa Cruz,2020,1,-3.449636620737284,-3.449636620737284,29360
Santa Cruz,2020,2,-7.224114441416896,-7.224114441416896,27239
Santa Cruz,2020,3,0.1468482690260231,0.1468482690260231,27279
Santa Cruz,2020,4,-0.14663294109021896,-0.14663294109021896,27239
Santa Cruz,2021,1,-1.1344028782260707,-1.1344028782260707,26930
Santa Cruz,2021,2,3.007797994801331,3.007797994801331,27740
Santa Cruz,2021,3,-2.808219178082194,-2.808219178082194,26961
Santa Cruz,2021,4,2.889358703312195,2.889358703312195,27740
Santa Cruz,2022,1,-2.826243691420327,-2.826243691420327,26956
Santa Fe,2014,1,,,770361
Santa Fe,2014,2,-0.33672524959077466,-0.33672524959077466,767767
Santa Fe,2014,3,0.6482435426372835,0.6482435426372835,772744
Santa Fe,2014,4,-0.29621711718240684,-0.29621711718240684,770455
Santa Fe,2015,1,-0.5125542698794838,-0.5125542698794838,766506
Santa Fe,2015,2,-0.2622288670930173,-0.2622288670930173,764496
Santa Fe,2015,3,0.3090925263179889,0.3090925263179889,766859
Santa Fe,2015,4,-1.1236746259742691,-1.1236746259742691,758242
Santa Fe,2016,1,-2.161051484882137,-2.161051484882137,741856
Santa Fe,2016,2,-0.0017523616443138046,-0.0017523616443138046,741843
Santa Fe,2016,3,-0.24857011524002104,-0.24857011524002104,739999
Santa Fe,2016,4,0.3979735107750182,0.3979735107750182,742944
Santa Fe,2017,1,-0.14644441572985167,-0.14644441572985167,741856
Santa Fe,2017,2,-0.0017523616443138046,-0.0017523616443138046,741843
Santa Fe,2017,3,-0.24857011524002104,-0.24857011524002104,739999
Santa Fe,2017,4,0.3979735107750182,0.3979735107750182,742944
Santa Fe,2018,1,-7.2572091570831665,-7.2572091570831665,689027
Santa Fe,2018,2,-0.5343767370509456,-0.5343767370509456,685345
Santa Fe,2018,3,-1.8564372688208097,-1.8564372688208097,672622
Santa Fe,2018,4,3.714419094231225,3.714419094231225,697606
Santa Fe,2019,1,-1.78152137452946,-1.78152137452946,685178
Santa Fe,2019,2,-6.147015811949597,-6.147015811949597,643060
Santa Fe,2019,3,0.76275930706311,0.76275930706311,647965
Santa Fe,2019,4,-0.756985330997817,-0.756985330997817,643060
Santa Fe,2020,1,-2.876403446023701,-2.876403446023701,624563
Santa Fe,2020,2,-5.153843567422345,-5.153843567422345,592374
Santa Fe,2020,3,5.40283672139561,5.40283672139561,624379
Santa Fe,2020,4,-5.1258930873716135,-5.1258930873716135,592374
Santa Fe,2021,1,-3.757085895059542,-3.757085895059542,570118
Santa Fe,2021,2,15.028116986308104,15.028116986308104,655796
Santa Fe,2021,3,-17.685682742804165,-17.685682742804165,539814
Santa Fe,2021,4,21.48554872604267,21.48554872604267,655796
Santa Fe,2022,1,-4.069100756942712,-4.069100756942712,629111
Santiago del Estero,2014,1,,,70717
Santiago del Estero,2014,2,-0.14282280074098264,-0.14282280074098264,70616
Santiago del Estero,2014,3,0.1458592953438309,0.1458592953438309,70719
Santiago del Estero,2014,4,-0.27715324028902977,-0.27715324028902977,70523
Santiago del Estero,2015,1,-0.5983863420444435,-0.5983863420444435,70101
Santiago del Estero,2015,2,0.0014265131738522285,0.0014265131738522285,70102
Santiago del Estero,2015,3,-1.3366237767823974,-1.3366237767823974,69165
Santiago del Estero,2015,4,-0.9166485939420266,-0.9166485939420266,68531
Santiago del Estero,2016,1,-5.9097342808364095,-5.9097342808364095,64481
Santiago del Estero,2016,2,2.392952962888284,2.392952962888284,66024
Santiago del Estero,2016,3,-0.7315521628498689,-0.7315521628498689,65541
Santiago del Estero,2016,4,-1.617308249797833,-1.617308249797833,64481
Santiago del Estero,2017,1,0.0,0.0,64481
Santiago del Estero,2017,2,2.392952962888284,2.392952962888284,66024
Santiago del Estero,2017,3,-0.7315521628498689,-0.7315521628498689,65541
Santiago del Estero,2017,4,-1.617308249797833,-1.617308249797833,64481
Santiago del Estero,2018,1,-11.383198151393437,-11.383198151393437,57141
Santiago del Estero,2018,2,-3.3828599429481465,-3.3828599429481465,55208
Santiago del Estero,2018,3,-2.7912621359223344,-2.7912621359223344,53667
Santiago del Estero,2018,4,38.20038384854752,38.20038384854752,74168
Santiago del Estero,2019,1,-1.7285082515370531,-1.7285082515370531,72886
Santiago del Estero,2019,2,-6.147957083664901,-6.147957083664901,68405
Santiago del Estero,2019,3,1.4121774724069835,1.4121774724069835,69371
Santiago del Estero,2019,4,-1.3925127214542088,-1.3925127214542088,68405
Santiago del Estero,2020,1,-1.7074775235728423,-1.7074775235728423,67237
Santiago del Estero,2020,2,-1.3370614393860558,-1.3370614393860558,66338
Santiago del Estero,2020,3,0.0,0.0,66338
Santiago del Estero,2020,4,0.0,0.0,66338
Santiago del Estero,2021,1,-6.302571678374392,-6.302571678374392,62157
Santiago del Estero,2021,2,7.22686101324066,7.22686101324066,66649
Santiago del Estero,2021,3,-13.913186994553561,-13.913186994553561,57376
Santiago del Estero,2021,4,16.161809815950924,16.161809815950924,66649
Santiago del Estero,2022,1,1.309847109484008,1.309847109484008,67522
Tierra del Fuego,2014,1,,,32631
Tierra del Fuego,2014,2,0.0,0.0,32631
Tierra del Fuego,2014,3,0.20532622352977814,0.20532622352977814,32698
Tierra del Fuego,2014,4,0.6544742797724545,0.6544742797724545,32912
Tierra del Fuego,2015,1,1.5526251823043236,1.5526251823043236,33423
Tierra del Fuego,2015,2,2.282859108996793,2.282859108996793,34186
Tierra del Fuego,2015,3,2.825718130228738,2.825718130228738,35152
Tierra del Fuego,2015,4,1.0696404187528374,1.0696404187528374,35528
Tierra del Fuego,2016,1,9.637469038504843,9.637469038504843,38952
Tierra del Fuego,2016,2,-2.505647976997327,-2.505647976997327,37976
Tierra del Fuego,2016,3,2.2092900779439706,2.2092900779439706,38815
Tierra del Fuego,2016,4,0.35295633131522397,0.35295633131522397,38952
Tierra del Fuego,2017,1,0.0,0.0,38952
Tierra del Fuego,2017,2,-2.505647976997327,-2.505647976997327,37976
Tierra del Fuego,2017,3,2.2092900779439706,2.2092900779439706,38815
Tierra del Fuego,2017,4,0.35295633131522397,0.35295633131522397,38952
Tierra del Fuego,2018,1,-14.325323475046215,-14.325323475046215,33372
Tierra del Fuego,2018,2,0.0,0.0,33372
Tierra del Fuego,2018,3,0.0,0.0,33372
Tierra del Fuego,2018,4,0.0,0.0,33372
Tierra del Fuego,2019,1,-24.544528347117346,-24.544528347117346,25181
Tierra del Fuego,2019,2,-3.566180850641354,-3.566180850641354,24283
Tierra del Fuego,2019,3,3.5415722933739735,3.5415722933739735,25143
Tierra del Fuego,2019,4,-3.420435111164144,-3.420435111164144,24283
Tierra del Fuego,2020,1,-3.018572664003627,-3.018572664003627,23550
Tierra del Fuego,2020,2,-8.39490445859873,-8.39490445859873,21573
Tierra del Fuego,2020,3,0.0,0.0,21573
Tierra del Fuego,2020,4,0.0,0.0,21573
Tierra del Fuego,2021,1,0.0,0.0,21573
Tierra del Fuego,2021,2,-12.218977425485555,-12.218977425485555,18937
Tierra del Fuego,2021,3,13.919839467708716,13.919839467708716,21573
Tierra del Fuego,2021,4,-12.218977425485555,-12.218977425485555,18937
Tierra del Fuego,2022,1,13.919839467708716,13.919839467708716,21573
Tucumán,2014,1,,,210917
Tucumán,2014,2,0.4722236709226779,0.4722236709226779,211913
Tucumán,2014,3,0.4931268964150304,0.4931268964150304,212958
Tucumán,2014,4,0.015026437137843907,0.015026437137843907,212990
Tucumán,2015,1,-0.3403915676792324,-0.3403915676792324,212265
Tucumán,2015,2,-0.039102065813956255,-0.039102065813956255,212182
Tucumán,2015,3,0.612210272313396,0.612210272313396,213481
Tucumán,2015,4,0.1105484797241818,0.1105484797241818,213717
Tucumán,2016,1,-1.0088107169761829,-1.0088107169761829,211561
Tucumán,2016,2,-0.630078322564176,-0.630078322564176,210228
Tucumán,2016,3,0.6274140457027677,0.6274140457027677,211547
Tucumán,2016,4,0.006617914695072891,0.006617914695072891,211561
Tucumán,2017,1,0.0,0.0,211561
Tucumán,2017,2,-0.630078322564176,-0.630078322564176,210228
Tucumán,2017,3,0.6274140457027677,0.6274140457027677,211547
Tucumán,2017,4,0.006617914695072891,0.006617914695072891,211561
Tucumán,2018,1,1.5097300542160408,1.5097300542160408,214755
Tucumán,2018,2,-0.21280063327978604,-0.21280063327978604,214298
Tucumán,2018,3,-0.25711859186740016,-0.25711859186740016,213747
Tucumán,2018,4,-1.5911334428085566,-1.5911334428085566,210346
Tucumán,2019,1,-1.726203493292,-1.726203493292,206715
Tucumán,2019,2,-9.348136322956723,-9.348136322956723,187391
Tucumán,2019,3,2.618055296145494,2.618055296145494,192297
Tucumán,2019,4,-2.55126185015887,-2.55126185015887,187391
Tucumán,2020,1,-2.65060755319092,-2.65060755319092,182424
Tucumán,2020,2,-0.5925755383063613,-0.5925755383063613,181343
Tucumán,2020,3,0.3440993035297657,0.3440993035297657,181967
Tucumán,2020,4,-0.34291932053613916,-0.34291932053613916,181343
Tucumán,2021,1,-10.01306915623983,-10.01306915623983,163185
Tucumán,2021,2,1.5424211784171415,1.5424211784171415,165702
Tucumán,2021,3,-19.698012094000074,-19.698012094000074,133062
Tucumán,2021,4,24.52991838391125,24.52991838391125,165702
Tucumán,2022,1,11.665520029933262,11.665520029933262,185032
